Startzeitpunkt;Start_text;Endezeitpunkt;Ende_text;Elektrische Leitfähigkeit [µS/cm];Sauerstoffgehalt [mg/L];pH-Wert;Temperatur [°C]
2023-02-03T09:30:00+00:00;03.02.2023 10:30:00;2023-02-03T09:45:00+00:00;03.02.2023 10:45:00;409.6;12.38;8.03;6.07
2023-02-03T09:15:00+00:00;03.02.2023 10:15:00;2023-02-03T09:30:00+00:00;03.02.2023 10:30:00;412.3;12.33;8.03;6.07
2023-02-03T10:30:00+00:00;03.02.2023 11:30:00;2023-02-03T10:45:00+00:00;03.02.2023 11:45:00;410.5;12.38;8.03;6.1
2023-02-03T12:00:00+00:00;03.02.2023 13:00:00;2023-02-03T12:15:00+00:00;03.02.2023 13:15:00;415.7;12.4;8.04;6.2
2023-02-03T12:15:00+00:00;03.02.2023 13:15:00;2023-02-03T12:30:00+00:00;03.02.2023 13:30:00;413.1;12.38;8.04;6.21
2023-02-03T15:00:00+00:00;03.02.2023 16:00:00;2023-02-03T15:15:00+00:00;03.02.2023 16:15:00;417.9;12.3;8.04;6.28
2023-02-03T15:15:00+00:00;03.02.2023 16:15:00;2023-02-03T15:30:00+00:00;03.02.2023 16:30:00;418.8;12.29;8.04;6.28
2023-02-03T15:30:00+00:00;03.02.2023 16:30:00;2023-02-03T15:45:00+00:00;03.02.2023 16:45:00;420.0;12.28;8.04;6.29
2023-02-03T11:30:00+00:00;03.02.2023 12:30:00;2023-02-03T11:45:00+00:00;03.02.2023 12:45:00;413.6;12.39;8.04;6.15
2023-02-03T16:45:00+00:00;03.02.2023 17:45:00;2023-02-03T17:00:00+00:00;03.02.2023 18:00:00;421.4;12.26;8.04;6.31
2023-02-03T18:15:00+00:00;03.02.2023 19:15:00;2023-02-03T18:30:00+00:00;03.02.2023 19:30:00;431.8;12.25;8.04;6.34
2023-02-03T18:30:00+00:00;03.02.2023 19:30:00;2023-02-03T18:45:00+00:00;03.02.2023 19:45:00;433.8;12.25;8.04;6.34
2023-02-03T19:45:00+00:00;03.02.2023 20:45:00;2023-02-03T20:00:00+00:00;03.02.2023 21:00:00;437.8;12.24;8.04;6.36
2023-02-03T21:15:00+00:00;03.02.2023 22:15:00;2023-02-03T21:30:00+00:00;03.02.2023 22:30:00;426.9;12.24;8.04;6.38
2023-02-03T21:45:00+00:00;03.02.2023 22:45:00;2023-02-03T22:00:00+00:00;03.02.2023 23:00:00;428.5;12.07;8.03;6.4
2023-02-03T22:00:00+00:00;03.02.2023 23:00:00;2023-02-03T22:15:00+00:00;03.02.2023 23:15:00;427.9;12.16;8.03;6.4
2023-02-04T01:45:00+00:00;04.02.2023 02:45:00;2023-02-04T02:00:00+00:00;04.02.2023 03:00:00;425.5;12.27;8.06;6.42
2023-02-04T03:00:00+00:00;04.02.2023 04:00:00;2023-02-04T03:15:00+00:00;04.02.2023 04:15:00;423.0;12.41;8.07;6.42
2023-02-04T03:45:00+00:00;04.02.2023 04:45:00;2023-02-04T04:00:00+00:00;04.02.2023 05:00:00;432.8;12.4;8.06;6.42
2023-02-04T04:30:00+00:00;04.02.2023 05:30:00;2023-02-04T04:45:00+00:00;04.02.2023 05:45:00;436.1;12.43;8.06;6.41
2023-02-03T23:00:00+00:00;04.02.2023 00:00:00;2023-02-03T23:15:00+00:00;04.02.2023 00:15:00;426.0;12.26;8.05;6.39
2023-02-03T23:15:00+00:00;04.02.2023 00:15:00;2023-02-03T23:30:00+00:00;04.02.2023 00:30:00;424.8;12.26;8.05;6.39
2023-02-03T22:30:00+00:00;03.02.2023 23:30:00;2023-02-03T22:45:00+00:00;03.02.2023 23:45:00;430.7;12.21;8.04;6.39
2023-02-03T22:45:00+00:00;03.02.2023 23:45:00;2023-02-03T23:00:00+00:00;04.02.2023 00:00:00;428.3;12.23;8.04;6.39
2023-02-03T23:30:00+00:00;04.02.2023 00:30:00;2023-02-03T23:45:00+00:00;04.02.2023 00:45:00;425.2;12.22;8.05;6.4
2023-02-04T00:45:00+00:00;04.02.2023 01:45:00;2023-02-04T01:00:00+00:00;04.02.2023 02:00:00;424.1;12.27;8.05;6.41
2023-02-04T05:45:00+00:00;04.02.2023 06:45:00;2023-02-04T06:00:00+00:00;04.02.2023 07:00:00;420.9;12.35;8.06;6.39
2023-02-04T07:00:00+00:00;04.02.2023 08:00:00;2023-02-04T07:15:00+00:00;04.02.2023 08:15:00;413.0;12.43;8.05;6.34
2023-02-04T06:30:00+00:00;04.02.2023 07:30:00;2023-02-04T06:45:00+00:00;04.02.2023 07:45:00;415.8;12.43;8.05;6.36
2023-02-04T06:45:00+00:00;04.02.2023 07:45:00;2023-02-04T07:00:00+00:00;04.02.2023 08:00:00;414.1;12.43;8.05;6.36
2023-02-04T07:45:00+00:00;04.02.2023 08:45:00;2023-02-04T08:00:00+00:00;04.02.2023 09:00:00;410.8;12.4;8.04;6.33
2023-02-04T07:15:00+00:00;04.02.2023 08:15:00;2023-02-04T07:30:00+00:00;04.02.2023 08:30:00;411.5;12.42;8.05;6.33
2023-02-04T08:00:00+00:00;04.02.2023 09:00:00;2023-02-04T08:15:00+00:00;04.02.2023 09:15:00;409.4;12.4;8.04;6.32
2023-02-04T08:45:00+00:00;04.02.2023 09:45:00;2023-02-04T09:00:00+00:00;04.02.2023 10:00:00;407.0;12.4;8.04;6.32
2023-02-04T09:30:00+00:00;04.02.2023 10:30:00;2023-02-04T09:45:00+00:00;04.02.2023 10:45:00;408.2;12.39;8.04;6.34
2023-02-04T09:45:00+00:00;04.02.2023 10:45:00;2023-02-04T10:00:00+00:00;04.02.2023 11:00:00;408.2;12.4;8.04;6.34
2023-02-04T11:15:00+00:00;04.02.2023 12:15:00;2023-02-04T11:30:00+00:00;04.02.2023 12:30:00;409.4;12.4;8.04;6.41
2023-02-04T11:30:00+00:00;04.02.2023 12:30:00;2023-02-04T11:45:00+00:00;04.02.2023 12:45:00;411.4;12.4;8.04;6.43
2023-02-04T11:45:00+00:00;04.02.2023 12:45:00;2023-02-04T12:00:00+00:00;04.02.2023 13:00:00;413.3;12.4;8.03;6.45
2023-02-04T13:00:00+00:00;04.02.2023 14:00:00;2023-02-04T13:15:00+00:00;04.02.2023 14:15:00;415.3;12.4;8.04;6.5
2023-02-04T14:30:00+00:00;04.02.2023 15:30:00;2023-02-04T14:45:00+00:00;04.02.2023 15:45:00;419.4;12.38;8.05;6.55
2023-02-04T16:30:00+00:00;04.02.2023 17:30:00;2023-02-04T16:45:00+00:00;04.02.2023 17:45:00;420.3;12.36;8.04;6.58
2023-02-04T17:00:00+00:00;04.02.2023 18:00:00;2023-02-04T17:15:00+00:00;04.02.2023 18:15:00;422.9;12.32;8.04;6.58
2023-02-04T18:45:00+00:00;04.02.2023 19:45:00;2023-02-04T19:00:00+00:00;04.02.2023 20:00:00;422.7;12.31;8.04;6.56
2023-02-04T19:00:00+00:00;04.02.2023 20:00:00;2023-02-04T19:15:00+00:00;04.02.2023 20:15:00;422.5;12.3;8.04;6.55
2023-02-04T19:30:00+00:00;04.02.2023 20:30:00;2023-02-04T19:45:00+00:00;04.02.2023 20:45:00;423.1;12.28;8.03;6.57
2023-02-04T20:45:00+00:00;04.02.2023 21:45:00;2023-02-04T21:00:00+00:00;04.02.2023 22:00:00;424.5;12.25;8.04;6.57
2023-02-04T21:15:00+00:00;04.02.2023 22:15:00;2023-02-04T21:30:00+00:00;04.02.2023 22:30:00;425.3;12.26;8.04;6.58
2023-02-04T20:00:00+00:00;04.02.2023 21:00:00;2023-02-04T20:15:00+00:00;04.02.2023 21:15:00;423.4;12.26;8.03;6.57
2023-02-04T21:45:00+00:00;04.02.2023 22:45:00;2023-02-04T22:00:00+00:00;04.02.2023 23:00:00;425.5;12.22;8.04;6.59
2023-02-04T22:15:00+00:00;04.02.2023 23:15:00;2023-02-04T22:30:00+00:00;04.02.2023 23:30:00;424.7;12.25;8.03;6.59
2023-02-04T22:00:00+00:00;04.02.2023 23:00:00;2023-02-04T22:15:00+00:00;04.02.2023 23:15:00;424.6;12.22;8.04;6.59
2023-02-04T23:30:00+00:00;05.02.2023 00:30:00;2023-02-04T23:45:00+00:00;05.02.2023 00:45:00;424.9;12.29;8.04;6.58
2023-02-04T23:45:00+00:00;05.02.2023 00:45:00;2023-02-05T00:00:00+00:00;05.02.2023 01:00:00;425.7;12.3;8.04;6.59
2023-02-05T03:00:00+00:00;05.02.2023 04:00:00;2023-02-05T03:15:00+00:00;05.02.2023 04:15:00;424.7;12.42;8.05;6.59
2023-02-05T03:30:00+00:00;05.02.2023 04:30:00;2023-02-05T03:45:00+00:00;05.02.2023 04:45:00;425.2;12.42;8.06;6.59
2023-02-05T04:15:00+00:00;05.02.2023 05:15:00;2023-02-05T04:30:00+00:00;05.02.2023 05:30:00;423.8;12.48;8.06;6.59
2023-02-05T22:45:00+00:00;05.02.2023 23:45:00;2023-02-05T23:00:00+00:00;06.02.2023 00:00:00;428.5;12.29;7.96;6.66
2023-02-05T05:00:00+00:00;05.02.2023 06:00:00;2023-02-05T05:15:00+00:00;05.02.2023 06:15:00;425.4;12.47;8.06;6.59
2023-02-05T07:00:00+00:00;05.02.2023 08:00:00;2023-02-05T07:15:00+00:00;05.02.2023 08:15:00;423.7;12.47;8.06;6.58
2023-02-05T09:15:00+00:00;05.02.2023 10:15:00;2023-02-05T09:30:00+00:00;05.02.2023 10:30:00;421.1;12.46;8.05;6.55
2023-02-05T09:30:00+00:00;05.02.2023 10:30:00;2023-02-05T09:45:00+00:00;05.02.2023 10:45:00;420.3;12.45;8.05;6.55
2023-02-05T08:45:00+00:00;05.02.2023 09:45:00;2023-02-05T09:00:00+00:00;05.02.2023 10:00:00;422.0;12.46;8.05;6.55
2023-02-05T10:30:00+00:00;05.02.2023 11:30:00;2023-02-05T10:45:00+00:00;05.02.2023 11:45:00;419.7;12.48;8.01;6.55
2023-02-05T11:00:00+00:00;05.02.2023 12:00:00;2023-02-05T11:15:00+00:00;05.02.2023 12:15:00;417.9;12.5;8.01;6.55
2023-02-05T11:15:00+00:00;05.02.2023 12:15:00;2023-02-05T11:30:00+00:00;05.02.2023 12:30:00;417.1;12.49;8.01;6.55
2023-02-05T10:45:00+00:00;05.02.2023 11:45:00;2023-02-05T11:00:00+00:00;05.02.2023 12:00:00;418.6;12.5;8.01;6.55
2023-02-05T12:15:00+00:00;05.02.2023 13:15:00;2023-02-05T12:30:00+00:00;05.02.2023 13:30:00;418.1;12.5;8.01;6.57
2023-02-05T11:45:00+00:00;05.02.2023 12:45:00;2023-02-05T12:00:00+00:00;05.02.2023 13:00:00;418.4;12.5;8.01;6.57
2023-02-05T13:00:00+00:00;05.02.2023 14:00:00;2023-02-05T13:15:00+00:00;05.02.2023 14:15:00;420.7;12.47;8.0;6.59
2023-02-05T13:15:00+00:00;05.02.2023 14:15:00;2023-02-05T13:30:00+00:00;05.02.2023 14:30:00;421.1;12.44;7.99;6.59
2023-02-05T13:30:00+00:00;05.02.2023 14:30:00;2023-02-05T13:45:00+00:00;05.02.2023 14:45:00;422.6;12.45;7.99;6.6
2023-02-05T14:00:00+00:00;05.02.2023 15:00:00;2023-02-05T14:15:00+00:00;05.02.2023 15:15:00;423.1;12.43;7.99;6.6
2023-02-05T15:15:00+00:00;05.02.2023 16:15:00;2023-02-05T15:30:00+00:00;05.02.2023 16:30:00;424.2;12.41;7.99;6.6
2023-02-05T15:30:00+00:00;05.02.2023 16:30:00;2023-02-05T15:45:00+00:00;05.02.2023 16:45:00;425.9;12.37;7.97;6.61
2023-02-05T16:45:00+00:00;05.02.2023 17:45:00;2023-02-05T17:00:00+00:00;05.02.2023 18:00:00;427.5;12.3;7.97;6.62
2023-02-05T17:00:00+00:00;05.02.2023 18:00:00;2023-02-05T17:15:00+00:00;05.02.2023 18:15:00;428.3;12.29;7.96;6.63
2023-02-05T17:30:00+00:00;05.02.2023 18:30:00;2023-02-05T17:45:00+00:00;05.02.2023 18:45:00;428.2;12.2;7.96;6.62
2023-02-05T17:45:00+00:00;05.02.2023 18:45:00;2023-02-05T18:00:00+00:00;05.02.2023 19:00:00;426.9;12.27;7.96;6.62
2023-02-05T19:00:00+00:00;05.02.2023 20:00:00;2023-02-05T19:15:00+00:00;05.02.2023 20:15:00;421.6;12.32;7.95;6.6
2023-02-05T19:15:00+00:00;05.02.2023 20:15:00;2023-02-05T19:30:00+00:00;05.02.2023 20:30:00;421.1;12.33;7.95;6.6
2023-02-05T22:15:00+00:00;05.02.2023 23:15:00;2023-02-05T22:30:00+00:00;05.02.2023 23:30:00;427.7;12.25;7.95;6.66
2023-02-05T22:30:00+00:00;05.02.2023 23:30:00;2023-02-05T22:45:00+00:00;05.02.2023 23:45:00;428.1;12.25;7.95;6.66
2023-02-05T23:30:00+00:00;06.02.2023 00:30:00;2023-02-05T23:45:00+00:00;06.02.2023 00:45:00;433.4;12.27;7.96;6.67
2023-02-06T01:45:00+00:00;06.02.2023 02:45:00;2023-02-06T02:00:00+00:00;06.02.2023 03:00:00;427.8;12.36;7.97;6.69
2023-02-06T02:15:00+00:00;06.02.2023 03:15:00;2023-02-06T02:30:00+00:00;06.02.2023 03:30:00;426.8;12.43;7.97;6.69
2023-02-06T03:00:00+00:00;06.02.2023 04:00:00;2023-02-06T03:15:00+00:00;06.02.2023 04:15:00;426.1;12.47;7.97;6.69
2023-02-06T03:45:00+00:00;06.02.2023 04:45:00;2023-02-06T04:00:00+00:00;06.02.2023 05:00:00;431.4;12.49;7.96;6.69
2023-02-06T05:00:00+00:00;06.02.2023 06:00:00;2023-02-06T05:15:00+00:00;06.02.2023 06:15:00;430.8;12.51;7.97;6.7
2023-02-06T05:30:00+00:00;06.02.2023 06:30:00;2023-02-06T05:45:00+00:00;06.02.2023 06:45:00;428.0;12.45;7.97;6.69
2023-02-06T10:00:00+00:00;06.02.2023 11:00:00;2023-02-06T10:15:00+00:00;06.02.2023 11:15:00;426.6;12.51;7.93;6.62
2023-02-06T09:45:00+00:00;06.02.2023 10:45:00;2023-02-06T10:00:00+00:00;06.02.2023 11:00:00;427.6;12.52;7.93;6.62
2023-02-06T11:00:00+00:00;06.02.2023 12:00:00;2023-02-06T11:15:00+00:00;06.02.2023 12:15:00;420.9;12.5;7.94;6.6
2023-02-06T12:15:00+00:00;06.02.2023 13:15:00;2023-02-06T12:30:00+00:00;06.02.2023 13:30:00;424.2;12.46;7.93;6.61
2023-02-06T12:45:00+00:00;06.02.2023 13:45:00;2023-02-06T13:00:00+00:00;06.02.2023 14:00:00;425.8;12.44;7.92;6.62
2023-02-06T13:30:00+00:00;06.02.2023 14:30:00;2023-02-06T13:45:00+00:00;06.02.2023 14:45:00;428.3;12.32;7.92;6.62
2023-02-06T15:30:00+00:00;06.02.2023 16:30:00;2023-02-06T15:45:00+00:00;06.02.2023 16:45:00;429.2;12.32;8.11;6.62
2023-02-06T16:30:00+00:00;06.02.2023 17:30:00;2023-02-06T16:45:00+00:00;06.02.2023 17:45:00;428.0;12.32;8.1;6.6
2023-02-06T16:00:00+00:00;06.02.2023 17:00:00;2023-02-06T16:15:00+00:00;06.02.2023 17:15:00;429.0;12.31;8.11;6.61
2023-02-06T17:00:00+00:00;06.02.2023 18:00:00;2023-02-06T17:15:00+00:00;06.02.2023 18:15:00;428.3;12.28;8.1;6.59
2023-02-06T17:30:00+00:00;06.02.2023 18:30:00;2023-02-06T17:45:00+00:00;06.02.2023 18:45:00;429.5;12.24;8.1;6.59
2023-02-06T16:45:00+00:00;06.02.2023 17:45:00;2023-02-06T17:00:00+00:00;06.02.2023 18:00:00;428.5;12.26;8.09;6.6
2023-02-06T19:30:00+00:00;06.02.2023 20:30:00;2023-02-06T19:45:00+00:00;06.02.2023 20:45:00;426.7;12.27;8.1;6.54
2023-02-06T17:45:00+00:00;06.02.2023 18:45:00;2023-02-06T18:00:00+00:00;06.02.2023 19:00:00;430.2;12.23;8.1;6.59
2023-02-06T18:30:00+00:00;06.02.2023 19:30:00;2023-02-06T18:45:00+00:00;06.02.2023 19:45:00;429.0;12.27;8.1;6.56
2023-02-06T21:30:00+00:00;06.02.2023 22:30:00;2023-02-06T21:45:00+00:00;06.02.2023 22:45:00;424.7;12.32;8.1;6.49
2023-02-06T21:15:00+00:00;06.02.2023 22:15:00;2023-02-06T21:30:00+00:00;06.02.2023 22:30:00;424.3;12.31;8.09;6.5
2023-02-06T20:00:00+00:00;06.02.2023 21:00:00;2023-02-06T20:15:00+00:00;06.02.2023 21:15:00;425.9;12.29;8.1;6.53
2023-02-07T01:00:00+00:00;07.02.2023 02:00:00;2023-02-07T01:15:00+00:00;07.02.2023 02:15:00;423.7;12.56;8.12;6.42
2023-02-07T01:15:00+00:00;07.02.2023 02:15:00;2023-02-07T01:30:00+00:00;07.02.2023 02:30:00;423.5;12.55;8.11;6.42
2023-02-07T01:30:00+00:00;07.02.2023 02:30:00;2023-02-07T01:45:00+00:00;07.02.2023 02:45:00;424.1;12.56;8.11;6.41
2023-02-07T00:45:00+00:00;07.02.2023 01:45:00;2023-02-07T01:00:00+00:00;07.02.2023 02:00:00;423.6;12.56;8.13;6.42
2023-02-06T23:00:00+00:00;07.02.2023 00:00:00;2023-02-06T23:15:00+00:00;07.02.2023 00:15:00;424.4;12.44;8.1;6.44
2023-02-07T04:00:00+00:00;07.02.2023 05:00:00;2023-02-07T04:15:00+00:00;07.02.2023 05:15:00;426.4;12.62;8.12;6.37
2023-02-07T04:15:00+00:00;07.02.2023 05:15:00;2023-02-07T04:30:00+00:00;07.02.2023 05:30:00;425.6;12.63;8.11;6.36
2023-02-07T03:00:00+00:00;07.02.2023 04:00:00;2023-02-07T03:15:00+00:00;07.02.2023 04:15:00;422.4;12.64;8.12;6.37
2023-02-07T03:45:00+00:00;07.02.2023 04:45:00;2023-02-07T04:00:00+00:00;07.02.2023 05:00:00;426.1;12.63;8.12;6.37
2023-02-07T05:30:00+00:00;07.02.2023 06:30:00;2023-02-07T05:45:00+00:00;07.02.2023 06:45:00;424.5;12.61;8.1;6.34
2023-02-07T06:00:00+00:00;07.02.2023 07:00:00;2023-02-07T06:15:00+00:00;07.02.2023 07:15:00;425.2;12.58;8.11;6.32
2023-02-07T06:30:00+00:00;07.02.2023 07:30:00;2023-02-07T06:45:00+00:00;07.02.2023 07:45:00;424.6;12.56;8.11;6.3
2023-02-07T09:15:00+00:00;07.02.2023 10:15:00;2023-02-07T09:30:00+00:00;07.02.2023 10:30:00;422.0;12.45;8.07;6.24
2023-02-07T08:00:00+00:00;07.02.2023 09:00:00;2023-02-07T08:15:00+00:00;07.02.2023 09:15:00;421.8;12.53;8.05;6.27
2023-02-07T08:15:00+00:00;07.02.2023 09:15:00;2023-02-07T08:30:00+00:00;07.02.2023 09:30:00;420.1;12.55;8.06;6.26
2023-02-07T09:45:00+00:00;07.02.2023 10:45:00;2023-02-07T10:00:00+00:00;07.02.2023 11:00:00;422.6;12.45;8.08;6.25
2023-02-07T10:30:00+00:00;07.02.2023 11:30:00;2023-02-07T10:45:00+00:00;07.02.2023 11:45:00;422.7;12.49;8.09;6.26
2023-02-07T02:30:00+00:00;07.02.2023 03:30:00;2023-02-07T02:45:00+00:00;07.02.2023 03:45:00;422.7;12.61;8.12;6.39
2023-02-07T10:45:00+00:00;07.02.2023 11:45:00;2023-02-07T11:00:00+00:00;07.02.2023 12:00:00;421.9;12.51;8.1;6.26
2023-02-07T11:00:00+00:00;07.02.2023 12:00:00;2023-02-07T11:15:00+00:00;07.02.2023 12:15:00;420.4;12.53;8.1;6.26
2023-02-07T12:15:00+00:00;07.02.2023 13:15:00;2023-02-07T12:30:00+00:00;07.02.2023 13:30:00;421.9;12.53;8.1;6.32
2023-02-07T13:00:00+00:00;07.02.2023 14:00:00;2023-02-07T13:15:00+00:00;07.02.2023 14:15:00;424.7;12.49;8.1;6.36
2023-02-07T13:15:00+00:00;07.02.2023 14:15:00;2023-02-07T13:30:00+00:00;07.02.2023 14:30:00;425.2;12.49;8.1;6.37
2023-02-07T14:15:00+00:00;07.02.2023 15:15:00;2023-02-07T14:30:00+00:00;07.02.2023 15:30:00;425.1;12.43;8.1;6.38
2023-02-07T15:00:00+00:00;07.02.2023 16:00:00;2023-02-07T15:15:00+00:00;07.02.2023 16:15:00;424.3;12.45;8.11;6.38
2023-02-07T15:30:00+00:00;07.02.2023 16:30:00;2023-02-07T15:45:00+00:00;07.02.2023 16:45:00;425.8;12.42;8.1;6.38
2023-02-07T16:15:00+00:00;07.02.2023 17:15:00;2023-02-07T16:30:00+00:00;07.02.2023 17:30:00;426.1;12.43;8.1;6.37
2023-02-07T16:45:00+00:00;07.02.2023 17:45:00;2023-02-07T17:00:00+00:00;07.02.2023 18:00:00;426.6;12.45;8.1;6.36
2023-02-07T17:00:00+00:00;07.02.2023 18:00:00;2023-02-07T17:15:00+00:00;07.02.2023 18:15:00;429.2;12.43;8.09;6.37
2023-02-07T19:15:00+00:00;07.02.2023 20:15:00;2023-02-07T19:30:00+00:00;07.02.2023 20:30:00;425.2;12.42;8.09;6.26
2023-02-07T19:30:00+00:00;07.02.2023 20:30:00;2023-02-07T19:45:00+00:00;07.02.2023 20:45:00;426.1;12.42;8.09;6.26
2023-02-07T20:30:00+00:00;07.02.2023 21:30:00;2023-02-07T20:45:00+00:00;07.02.2023 21:45:00;422.9;12.48;8.09;6.21
2023-02-07T20:00:00+00:00;07.02.2023 21:00:00;2023-02-07T20:15:00+00:00;07.02.2023 21:15:00;424.8;12.44;8.09;6.24
2023-02-07T19:45:00+00:00;07.02.2023 20:45:00;2023-02-07T20:00:00+00:00;07.02.2023 21:00:00;425.9;12.42;8.09;6.25
2023-02-07T22:15:00+00:00;07.02.2023 23:15:00;2023-02-07T22:30:00+00:00;07.02.2023 23:30:00;420.9;12.48;8.09;6.14
2023-02-07T22:30:00+00:00;07.02.2023 23:30:00;2023-02-07T22:45:00+00:00;07.02.2023 23:45:00;420.1;12.5;8.1;6.13
2023-02-07T23:15:00+00:00;08.02.2023 00:15:00;2023-02-07T23:30:00+00:00;08.02.2023 00:30:00;419.2;12.59;8.11;6.11
2023-02-08T00:00:00+00:00;08.02.2023 01:00:00;2023-02-08T00:15:00+00:00;08.02.2023 01:15:00;424.4;12.59;8.11;6.11
2023-02-08T02:00:00+00:00;08.02.2023 03:00:00;2023-02-08T02:15:00+00:00;08.02.2023 03:15:00;424.8;12.68;8.13;6.06
2023-02-08T03:30:00+00:00;08.02.2023 04:30:00;2023-02-08T03:45:00+00:00;08.02.2023 04:45:00;422.6;12.7;8.12;5.96
2023-02-08T04:30:00+00:00;08.02.2023 05:30:00;2023-02-08T04:45:00+00:00;08.02.2023 05:45:00;417.4;12.69;8.12;5.89
2023-02-08T04:15:00+00:00;08.02.2023 05:15:00;2023-02-08T04:30:00+00:00;08.02.2023 05:30:00;417.8;12.71;8.12;5.91
2023-02-08T06:00:00+00:00;08.02.2023 07:00:00;2023-02-08T06:15:00+00:00;08.02.2023 07:15:00;418.1;12.59;8.11;5.81
2023-02-08T06:30:00+00:00;08.02.2023 07:30:00;2023-02-08T06:45:00+00:00;08.02.2023 07:45:00;415.6;12.59;8.1;5.8
2023-02-08T06:45:00+00:00;08.02.2023 07:45:00;2023-02-08T07:00:00+00:00;08.02.2023 08:00:00;414.7;12.6;8.1;5.79
2023-02-08T09:45:00+00:00;08.02.2023 10:45:00;2023-02-08T10:00:00+00:00;08.02.2023 11:00:00;416.0;12.52;8.11;5.54
2023-02-08T11:15:00+00:00;08.02.2023 12:15:00;2023-02-08T11:30:00+00:00;08.02.2023 12:30:00;424.4;12.63;7.97;5.81
2023-02-08T11:30:00+00:00;08.02.2023 12:30:00;2023-02-08T11:45:00+00:00;08.02.2023 12:45:00;424.8;12.64;7.97;5.84
2023-02-08T12:00:00+00:00;08.02.2023 13:00:00;2023-02-08T12:15:00+00:00;08.02.2023 13:15:00;429.8;12.62;7.98;5.86
2023-02-08T12:15:00+00:00;08.02.2023 13:15:00;2023-02-08T12:30:00+00:00;08.02.2023 13:30:00;429.6;12.63;7.98;5.88
2023-02-08T14:15:00+00:00;08.02.2023 15:15:00;2023-02-08T14:30:00+00:00;08.02.2023 15:30:00;436.6;12.5;7.99;5.96
2023-02-08T14:30:00+00:00;08.02.2023 15:30:00;2023-02-08T14:45:00+00:00;08.02.2023 15:45:00;436.0;12.5;7.99;5.96
2023-02-08T15:30:00+00:00;08.02.2023 16:30:00;2023-02-08T15:45:00+00:00;08.02.2023 16:45:00;438.7;12.52;7.94;5.89
2023-02-08T16:15:00+00:00;08.02.2023 17:15:00;2023-02-08T16:30:00+00:00;08.02.2023 17:30:00;440.0;12.5;7.87;5.9
2023-02-08T17:30:00+00:00;08.02.2023 18:30:00;2023-02-08T17:45:00+00:00;08.02.2023 18:45:00;440.9;12.49;7.93;5.88
2023-02-08T16:45:00+00:00;08.02.2023 17:45:00;2023-02-08T17:00:00+00:00;08.02.2023 18:00:00;440.2;12.51;7.93;5.9
2023-02-08T18:30:00+00:00;08.02.2023 19:30:00;2023-02-08T18:45:00+00:00;08.02.2023 19:45:00;437.0;12.48;7.95;5.83
2023-02-08T18:45:00+00:00;08.02.2023 19:45:00;2023-02-08T19:00:00+00:00;08.02.2023 20:00:00;436.2;12.47;7.94;5.83
2023-02-08T19:45:00+00:00;08.02.2023 20:45:00;2023-02-08T20:00:00+00:00;08.02.2023 21:00:00;430.2;12.46;7.94;5.8
2023-02-08T20:00:00+00:00;08.02.2023 21:00:00;2023-02-08T20:15:00+00:00;08.02.2023 21:15:00;428.8;12.46;7.94;5.79
2023-02-08T20:15:00+00:00;08.02.2023 21:15:00;2023-02-08T20:30:00+00:00;08.02.2023 21:30:00;427.0;12.48;7.94;5.78
2023-02-08T20:45:00+00:00;08.02.2023 21:45:00;2023-02-08T21:00:00+00:00;08.02.2023 22:00:00;425.9;12.5;7.94;5.77
2023-02-08T19:15:00+00:00;08.02.2023 20:15:00;2023-02-08T19:30:00+00:00;08.02.2023 20:30:00;432.0;12.48;7.94;5.8
2023-02-08T22:00:00+00:00;08.02.2023 23:00:00;2023-02-08T22:15:00+00:00;08.02.2023 23:15:00;425.4;12.49;7.94;5.74
2023-02-08T22:45:00+00:00;08.02.2023 23:45:00;2023-02-08T23:00:00+00:00;09.02.2023 00:00:00;423.8;12.54;7.94;5.73
2023-02-08T23:00:00+00:00;09.02.2023 00:00:00;2023-02-08T23:15:00+00:00;09.02.2023 00:15:00;423.0;12.58;7.95;5.72
2023-02-08T23:30:00+00:00;09.02.2023 00:30:00;2023-02-08T23:45:00+00:00;09.02.2023 00:45:00;423.0;12.6;7.95;5.73
2023-02-09T01:00:00+00:00;09.02.2023 02:00:00;2023-02-09T01:15:00+00:00;09.02.2023 02:15:00;427.3;12.67;7.95;5.75
2023-02-09T03:30:00+00:00;09.02.2023 04:30:00;2023-02-09T03:45:00+00:00;09.02.2023 04:45:00;434.4;12.81;7.98;5.72
2023-02-09T04:00:00+00:00;09.02.2023 05:00:00;2023-02-09T04:15:00+00:00;09.02.2023 05:15:00;433.4;12.79;7.98;5.71
2023-02-09T04:30:00+00:00;09.02.2023 05:30:00;2023-02-09T04:45:00+00:00;09.02.2023 05:45:00;429.6;12.79;7.98;5.67
2023-02-09T05:00:00+00:00;09.02.2023 06:00:00;2023-02-09T05:15:00+00:00;09.02.2023 06:15:00;428.2;12.77;7.97;5.65
2023-02-09T05:15:00+00:00;09.02.2023 06:15:00;2023-02-09T05:30:00+00:00;09.02.2023 06:30:00;426.8;12.77;7.97;5.64
2023-02-09T06:00:00+00:00;09.02.2023 07:00:00;2023-02-09T06:15:00+00:00;09.02.2023 07:15:00;421.8;12.75;7.97;5.6
2023-02-09T06:15:00+00:00;09.02.2023 07:15:00;2023-02-09T06:30:00+00:00;09.02.2023 07:30:00;420.6;12.73;7.97;5.59
